PROVINCIAS,MES,CERO,B,C,ECO,Sin_distintivo,Se_desconoce,ANNO,VEHICULO,MES_ANNO
Barcelona,11,35,1,2742,2,11,22,2019,Moto,11/2019
Barcelona,12,37,1,2887,2,12,23,2019,Moto,12/2019
Burgos,1,1,0,32,0,1,1,2019,Moto,1/2019
Burgos,2,1,0,34,0,1,1,2019,Moto,2/2019
Burgos,3,1,0,41,0,1,1,2019,Moto,3/2019
Burgos,4,1,0,40,0,1,1,2019,Moto,4/2019
Burgos,5,1,0,43,0,1,1,2019,Moto,5/2019
Burgos,6,1,0,44,0,1,1,2019,Moto,6/2019
Burgos,7,1,0,41,0,1,1,2019,Moto,7/2019
Burgos,8,0,0,27,0,1,0,2019,Moto,8/2019
Burgos,9,0,0,29,0,1,1,2019,Moto,9/2019
Burgos,10,1,0,35,0,1,1,2019,Moto,10/2019
Burgos,11,1,0,33,0,1,1,2019,Moto,11/2019
Burgos,12,1,0,35,0,1,1,2019,Moto,12/2019
Cáceres,1,0,0,43,0,0,0,2019,Moto,1/2019
Cáceres,2,0,0,45,0,0,0,2019,Moto,2/2019
Cáceres,3,0,0,55,0,0,0,2019,Moto,3/2019
Cáceres,4,0,0,53,0,0,0,2019,Moto,4/2019
Cáceres,5,0,0,57,0,0,0,2019,Moto,5/2019
Cáceres,6,0,0,58,0,1,1,2019,Moto,6/2019
Cáceres,7,0,0,54,0,0,0,2019,Moto,7/2019
Cáceres,8,0,0,36,0,0,0,2019,Moto,8/2019
Cáceres,9,0,0,39,0,0,0,2019,Moto,9/2019
Cáceres,10,0,0,46,0,0,0,2019,Moto,10/2019
Cáceres,11,0,0,44,0,0,0,2019,Moto,11/2019
Cáceres,12,0,0,46,0,0,0,2019,Moto,12/2019
Cádiz,1,4,0,453,1,5,2,2019,Moto,1/2019
Cádiz,2,4,0,474,1,5,2,2019,Moto,2/2019
Cádiz,3,5,0,578,1,6,3,2019,Moto,3/2019
Cádiz,4,5,0,565,1,6,3,2019,Moto,4/2019
Cádiz,5,5,0,604,1,6,3,2019,Moto,5/2019
Cádiz,6,5,0,615,1,6,3,2019,Moto,6/2019
Cádiz,7,5,0,575,1,6,3,2019,Moto,7/2019
Cádiz,8,3,0,378,0,4,2,2019,Moto,8/2019
Cádiz,9,3,0,411,0,4,2,2019,Moto,9/2019
Cádiz,10,4,0,485,1,5,2,2019,Moto,10/2019
Cádiz,11,4,0,461,1,5,2,2019,Moto,11/2019
Cádiz,12,4,0,485,1,5,2,2019,Moto,12/2019
Castellón/Castelló,1,0,0,75,0,1,2,2019,Moto,1/2019
Castellón/Castelló,2,0,0,79,0,1,2,2019,Moto,2/2019
Castellón/Castelló,3,0,0,96,0,2,2,2019,Moto,3/2019
Castellón/Castelló,4,0,0,94,0,2,2,2019,Moto,4/2019
Castellón/Castelló,5,0,0,100,0,2,2,2019,Moto,5/2019
Castellón/Castelló,6,1,0,102,0,2,2,2019,Moto,6/2019
Castellón/Castelló,7,0,0,96,0,2,2,2019,Moto,7/2019
Castellón/Castelló,8,0,0,63,0,1,1,2019,Moto,8/2019
Castellón/Castelló,9,0,0,68,0,1,2,2019,Moto,9/2019
Castellón/Castelló,10,0,0,81,0,2,2,2019,Moto,10/2019
Castellón/Castelló,11,0,0,77,0,1,2,2019,Moto,11/2019
Castellón/Castelló,12,0,0,81,0,2,2,2019,Moto,12/2019
Ciudad Real,1,0,0,38,0,1,1,2019,Moto,1/2019
Ciudad Real,2,0,0,40,0,1,1,2019,Moto,2/2019
Ciudad Real,3,0,0,49,0,1,1,2019,Moto,3/2019
Ciudad Real,4,0,0,48,0,1,1,2019,Moto,4/2019
Ciudad Real,5,0,0,51,0,1,1,2019,Moto,5/2019
Ciudad Real,6,0,0,52,0,1,1,2019,Moto,6/2019
Ciudad Real,7,0,0,49,0,1,1,2019,Moto,7/2019
Ciudad Real,8,0,0,32,0,0,1,2019,Moto,8/2019
Ciudad Real,9,0,0,35,0,1,1,2019,Moto,9/2019
Ciudad Real,10,0,0,41,0,1,1,2019,Moto,10/2019
Ciudad Real,11,0,0,39,0,1,1,2019,Moto,11/2019
Ciudad Real,12,0,0,41,0,1,1,2019,Moto,12/2019
Córdoba,1,0,0,155,0,1,1,2019,Moto,1/2019
Córdoba,2,0,0,162,0,2,1,2019,Moto,2/2019
Córdoba,3,0,0,197,0,2,1,2019,Moto,3/2019
Córdoba,4,0,0,193,0,2,1,2019,Moto,4/2019
Córdoba,5,0,0,206,0,2,1,2019,Moto,5/2019
Córdoba,6,1,0,210,0,2,1,2019,Moto,6/2019
Córdoba,7,0,0,197,0,2,1,2019,Moto,7/2019
Córdoba,8,0,0,129,0,1,0,2019,Moto,8/2019
Córdoba,9,0,0,140,0,1,1,2019,Moto,9/2019
Córdoba,10,0,0,166,0,2,1,2019,Moto,10/2019
Córdoba,11,0,0,158,0,2,1,2019,Moto,11/2019
Córdoba,12,0,0,166,0,2,1,2019,Moto,12/2019
Coruña (A),1,0,0,114,0,4,3,2019,Moto,1/2019
Coruña (A),2,0,0,119,0,4,3,2019,Moto,2/2019
Coruña (A),3,0,0,146,0,5,4,2019,Moto,3/2019
Coruña (A),4,0,0,143,0,5,4,2019,Moto,4/2019
Coruña (A),5,0,0,152,0,5,4,2019,Moto,5/2019
Coruña (A),6,0,0,155,0,5,4,2019,Moto,6/2019
Coruña (A),7,0,0,145,0,5,4,2019,Moto,7/2019
Coruña (A),8,0,0,95,0,3,3,2019,Moto,8/2019
Coruña (A),9,0,0,104,0,4,3,2019,Moto,9/2019
Coruña (A),10,0,0,122,0,4,3,2019,Moto,10/2019
Coruña (A),11,0,0,116,0,4,3,2019,Moto,11/2019
Coruña (A),12,0,0,122,0,4,3,2019,Moto,12/2019
Cuenca,1,0,0,13,0,0,0,2019,Moto,1/2019
Cuenca,2,0,0,14,0,0,0,2019,Moto,2/2019
Cuenca,3,0,0,17,0,0,0,2019,Moto,3/2019
Cuenca,4,0,0,17,0,0,0,2019,Moto,4/2019
Cuenca,5,0,0,18,0,0,0,2019,Moto,5/2019
Cuenca,6,0,0,18,0,0,0,2019,Moto,6/2019
Cuenca,7,0,0,17,0,0,0,2019,Moto,7/2019
Cuenca,8,0,0,11,0,0,0,2019,Moto,8/2019
Cuenca,9,0,0,12,0,0,0,2019,Moto,9/2019
Cuenca,10,0,0,14,0,0,0,2019,Moto,10/2019
Cuenca,11,0,0,14,0,0,0,2019,Moto,11/2019
Cuenca,12,0,0,14,0,0,0,2019,Moto,12/2019
Girona,1,1,0,306,0,2,3,2019,Moto,1/2019
Girona,2,1,0,320,0,2,3,2019,Moto,2/2019
Girona,3,2,0,390,0,3,4,2019,Moto,3/2019
Girona,4,2,0,382,0,3,4,2019,Moto,4/2019
Girona,5,2,0,408,0,3,4,2019,Moto,5/2019
Girona,6,2,1,415,0,3,4,2019,Moto,6/2019
Girona,7,2,0,388,0,3,4,2019,Moto,7/2019
Girona,8,1,0,255,0,2,2,2019,Moto,8/2019
Girona,9,1,0,277,0,2,3,2019,Moto,9/2019
Girona,10,1,0,327,0,2,3,2019,Moto,10/2019
Girona,11,1,0,311,0,2,3,2019,Moto,11/2019
Girona,12,1,0,327,0,2,3,2019,Moto,12/2019
Granada,1,1,0,318,0,4,1,2019,Moto,1/2019
Granada,2,1,0,333,0,5,1,2019,Moto,2/2019
Granada,3,1,0,406,0,6,1,2019,Moto,3/2019
Granada,4,1,0,397,0,5,1,2019,Moto,4/2019
Granada,5,1,0,424,0,6,1,2019,Moto,5/2019
Granada,6,2,0,432,1,6,1,2019,Moto,6/2019
Granada,7,1,0,404,0,6,1,2019,Moto,7/2019
Granada,8,1,0,265,0,4,1,2019,Moto,8/2019
Granada,9,1,0,289,0,4,1,2019,Moto,9/2019
Granada,10,1,0,341,0,5,1,2019,Moto,10/2019
Granada,11,1,0,324,0,4,1,2019,Moto,11/2019
Granada,12,1,0,341,0,5,1,2019,Moto,12/2019
Guadalajara,1,0,0,27,0,0,1,2019,Moto,1/2019
Guadalajara,2,0,0,28,0,0,1,2019,Moto,2/2019
Guadalajara,3,0,0,34,0,0,2,2019,Moto,3/2019
Guadalajara,4,0,0,34,0,0,1,2019,Moto,4/2019
Guadalajara,5,0,0,36,0,0,2,2019,Moto,5/2019
Guadalajara,6,0,0,36,0,0,2,2019,Moto,6/2019
Guadalajara,7,0,0,34,0,0,2,2019,Moto,7/2019
Guadalajara,8,0,0,22,0,0,1,2019,Moto,8/2019
Guadalajara,9,0,0,24,0,0,1,2019,Moto,9/2019
Guadalajara,10,0,0,29,0,0,1,2019,Moto,10/2019
Guadalajara,11,0,0,27,0,0,1,2019,Moto,11/2019
Guadalajara,12,0,0,29,0,0,1,2019,Moto,12/2019
Gipuzkoa,1,0,0,179,0,2,1,2019,Moto,1/2019
Gipuzkoa,2,0,0,187,0,2,1,2019,Moto,2/2019
Gipuzkoa,3,0,0,229,0,3,2,2019,Moto,3/2019
Gipuzkoa,4,0,0,224,0,3,2,2019,Moto,4/2019
Gipuzkoa,5,0,0,239,0,3,2,2019,Moto,5/2019
Gipuzkoa,6,1,0,243,0,3,2,2019,Moto,6/2019
Gipuzkoa,7,0,0,228,0,3,2,2019,Moto,7/2019
Gipuzkoa,8,0,0,150,0,2,1,2019,Moto,8/2019
Gipuzkoa,9,0,0,163,0,2,1,2019,Moto,9/2019
Gipuzkoa,10,0,0,192,0,2,2,2019,Moto,10/2019
Gipuzkoa,11,0,0,182,0,2,1,2019,Moto,11/2019
Gipuzkoa,12,0,0,192,0,2,2,2019,Moto,12/2019
Huelva,1,5,0,107,0,1,2,2019,Moto,1/2019
Huelva,2,5,0,111,0,1,2,2019,Moto,2/2019
Huelva,3,6,0,136,0,1,3,2019,Moto,3/2019
Huelva,4,6,0,133,0,1,3,2019,Moto,4/2019
Huelva,5,6,0,142,0,1,3,2019,Moto,5/2019
Huelva,6,6,0,145,0,1,3,2019,Moto,6/2019
Huelva,7,6,0,135,0,1,3,2019,Moto,7/2019
Huelva,8,4,0,89,0,1,2,2019,Moto,8/2019
Huelva,9,4,0,97,0,1,2,2019,Moto,9/2019
Huelva,10,5,0,114,0,1,2,2019,Moto,10/2019
Huelva,11,5,0,108,0,1,2,2019,Moto,11/2019
Huelva,12,5,0,114,0,1,2,2019,Moto,12/2019
Huesca,1,0,0,13,0,1,1,2019,Moto,1/2019
Huesca,2,0,0,13,0,1,1,2019,Moto,2/2019
Huesca,3,0,0,16,0,1,1,2019,Moto,3/2019
Huesca,4,0,0,16,0,1,1,2019,Moto,4/2019
Huesca,5,0,0,17,0,1,1,2019,Moto,5/2019
Huesca,6,0,0,17,0,1,1,2019,Moto,6/2019
Huesca,7,0,0,16,0,1,1,2019,Moto,7/2019
Huesca,8,0,0,11,0,0,0,2019,Moto,8/2019
Huesca,9,0,0,12,0,1,0,2019,Moto,9/2019
Huesca,10,0,0,14,0,1,1,2019,Moto,10/2019
Huesca,11,0,0,13,0,1,1,2019,Moto,11/2019
Huesca,12,0,0,14,0,1,1,2019,Moto,12/2019
Jaén,1,1,0,79,0,1,2,2019,Moto,1/2019
Jaén,2,2,0,82,0,1,2,2019,Moto,2/2019
Jaén,3,2,0,100,0,1,2,2019,Moto,3/2019
Jaén,4,2,0,98,0,1,2,2019,Moto,4/2019
Jaén,5,2,0,105,0,1,2,2019,Moto,5/2019
Jaén,6,2,0,107,0,1,2,2019,Moto,6/2019
Jaén,7,2,0,100,0,1,2,2019,Moto,7/2019
Jaén,8,1,0,66,0,1,1,2019,Moto,8/2019
Jaén,9,1,0,71,0,1,1,2019,Moto,9/2019
Jaén,10,2,0,84,0,1,2,2019,Moto,10/2019
Jaén,11,2,0,80,0,1,2,2019,Moto,11/2019
Jaén,12,2,0,84,0,1,2,2019,Moto,12/2019
León,1,1,0,52,0,1,2,2019,Moto,1/2019
León,2,1,0,55,0,1,2,2019,Moto,2/2019
León,3,2,0,67,0,2,2,2019,Moto,3/2019
León,4,2,0,65,0,2,2,2019,Moto,4/2019
León,5,2,0,70,0,2,2,2019,Moto,5/2019
León,6,2,0,71,0,2,3,2019,Moto,6/2019
León,7,2,0,66,0,2,2,2019,Moto,7/2019
León,8,1,0,44,0,1,2,2019,Moto,8/2019
León,9,1,0,47,0,1,2,2019,Moto,9/2019
León,10,1,0,56,0,1,2,2019,Moto,10/2019
León,11,1,0,53,0,1,2,2019,Moto,11/2019
León,12,1,0,56,0,1,2,2019,Moto,12/2019
Lleida,1,0,0,79,0,0,2,2019,Moto,1/2019
Lleida,2,0,0,83,0,0,2,2019,Moto,2/2019
Lleida,3,0,0,101,0,0,3,2019,Moto,3/2019
Lleida,4,0,0,99,0,0,3,2019,Moto,4/2019
Lleida,5,0,0,106,0,0,3,2019,Moto,5/2019
Lleida,6,0,0,108,0,1,3,2019,Moto,6/2019
Lleida,7,0,0,101,0,0,3,2019,Moto,7/2019
Lleida,8,0,0,66,0,0,2,2019,Moto,8/2019
Lleida,9,0,0,72,0,0,2,2019,Moto,9/2019
Lleida,10,0,0,85,0,0,2,2019,Moto,10/2019
Lleida,11,0,0,81,0,0,2,2019,Moto,11/2019
Lleida,12,0,0,85,0,0,2,2019,Moto,12/2019
Rioja (La),1,0,0,43,0,0,1,2019,Moto,1/2019
Rioja (La),2,0,0,45,0,0,1,2019,Moto,2/2019
Rioja (La),3,0,0,54,0,0,1,2019,Moto,3/2019
Rioja (La),4,0,0,53,0,0,1,2019,Moto,4/2019
Rioja (La),5,0,0,57,0,0,1,2019,Moto,5/2019
Rioja (La),6,0,0,58,0,0,1,2019,Moto,6/2019
Rioja (La),7,0,0,54,0,0,1,2019,Moto,7/2019
Rioja (La),8,0,0,36,0,0,0,2019,Moto,8/2019
Rioja (La),9,0,0,39,0,0,0,2019,Moto,9/2019
Rioja (La),10,0,0,46,0,0,1,2019,Moto,10/2019
Rioja (La),11,0,0,43,0,0,1,2019,Moto,11/2019
Rioja (La),12,0,0,46,0,0,1,2019,Moto,12/2019
Lugo,1,0,0,22,0,1,0,2019,Moto,1/2019
Lugo,2,0,0,23,0,1,0,2019,Moto,2/2019
Lugo,3,0,0,28,0,1,1,2019,Moto,3/2019
Lugo,4,0,0,27,0,1,1,2019,Moto,4/2019
Lugo,5,0,0,29,0,1,1,2019,Moto,5/2019
Lugo,6,0,0,30,0,1,1,2019,Moto,6/2019
Lugo,7,0,0,28,0,1,1,2019,Moto,7/2019
Lugo,8,0,0,18,0,0,0,2019,Moto,8/2019
Lugo,9,0,0,20,0,0,0,2019,Moto,9/2019
Lugo,10,0,0,23,0,1,0,2019,Moto,10/2019
Lugo,11,0,0,22,0,1,0,2019,Moto,11/2019
Lugo,12,0,0,23,0,1,0,2019,Moto,12/2019
Madrid,1,392,2,2015,2,14,33,2019,Moto,1/2019
Madrid,2,409,2,2105,2,14,35,2019,Moto,2/2019
Madrid,3,499,2,2567,3,17,42,2019,Moto,3/2019
Madrid,4,489,2,2513,3,17,41,2019,Moto,4/2019
Madrid,5,522,2,2684,3,18,44,2019,Moto,5/2019
Madrid,6,531,2,2732,3,18,45,2019,Moto,6/2019
Madrid,7,497,2,2556,3,17,42,2019,Moto,7/2019
Madrid,8,327,1,1680,2,11,28,2019,Moto,8/2019
Madrid,9,355,1,1826,2,12,30,2019,Moto,9/2019
Madrid,10,419,2,2156,2,15,36,2019,Moto,10/2019
Madrid,11,398,2,2048,2,14,34,2019,Moto,11/2019
Madrid,12,419,2,2156,2,15,36,2019,Moto,12/2019
Málaga,1,9,0,783,0,15,5,2019,Moto,1/2019
Málaga,2,10,0,817,0,16,6,2019,Moto,2/2019
Málaga,3,12,1,997,0,20,7,2019,Moto,3/2019
Málaga,4,11,1,976,0,19,7,2019,Moto,4/2019
Málaga,5,12,1,1042,0,20,7,2019,Moto,5/2019
Málaga,6,12,1,1061,0,21,7,2019,Moto,6/2019
Málaga,7,12,1,993,0,19,7,2019,Moto,7/2019
Málaga,8,8,0,652,0,13,4,2019,Moto,8/2019
Málaga,9,8,0,709,0,14,5,2019,Moto,9/2019
Málaga,10,10,0,837,0,16,6,2019,Moto,10/2019
Málaga,11,9,0,795,0,16,5,2019,Moto,11/2019
Málaga,12,10,0,837,0,16,6,2019,Moto,12/2019
Murcia,1,2,1,376,0,10,4,2019,Moto,1/2019
Murcia,2,2,1,392,0,10,4,2019,Moto,2/2019
Murcia,3,2,1,479,0,12,5,2019,Moto,3/2019
Murcia,4,2,1,469,0,12,4,2019,Moto,4/2019
Murcia,5,2,1,500,0,13,5,2019,Moto,5/2019
Murcia,6,2,1,509,0,13,5,2019,Moto,6/2019
Murcia,7,2,1,477,0,12,5,2019,Moto,7/2019
Murcia,8,1,1,313,0,8,3,2019,Moto,8/2019
Murcia,9,2,1,340,0,9,3,2019,Moto,9/2019
Murcia,10,2,1,402,0,10,4,2019,Moto,10/2019
Murcia,11,2,1,382,0,10,4,2019,Moto,11/2019
Murcia,12,2,1,402,0,10,4,2019,Moto,12/2019
Navarra,1,1,0,102,0,1,1,2019,Moto,1/2019
Navarra,2,1,0,107,0,1,1,2019,Moto,2/2019
Navarra,3,1,0,130,0,2,1,2019,Moto,3/2019
Navarra,4,1,0,128,0,2,1,2019,Moto,4/2019
Navarra,5,1,0,136,0,2,1,2019,Moto,5/2019
Navarra,6,1,0,139,0,2,1,2019,Moto,6/2019
Navarra,7,1,0,130,0,2,1,2019,Moto,7/2019
Navarra,8,1,0,85,0,1,1,2019,Moto,8/2019
Navarra,9,1,0,93,0,1,1,2019,Moto,9/2019
Navarra,10,1,0,110,0,2,1,2019,Moto,10/2019
Navarra,11,1,0,104,0,1,1,2019,Moto,11/2019
Navarra,12,1,0,110,0,2,1,2019,Moto,12/2019
Ourense,1,0,0,23,0,1,1,2019,Moto,1/2019
Ourense,2,0,0,24,0,1,1,2019,Moto,2/2019
Ourense,3,0,0,30,0,2,1,2019,Moto,3/2019
Ourense,4,0,0,29,0,2,1,2019,Moto,4/2019
Ourense,5,0,0,31,0,2,1,2019,Moto,5/2019
Ourense,6,0,0,31,0,2,1,2019,Moto,6/2019
Ourense,7,0,0,29,0,2,1,2019,Moto,7/2019
Ourense,8,0,0,19,0,1,0,2019,Moto,8/2019
Ourense,9,0,0,21,0,1,1,2019,Moto,9/2019
Ourense,10,0,0,25,0,2,1,2019,Moto,10/2019
Ourense,11,0,0,24,0,1,1,2019,Moto,11/2019
Ourense,12,0,0,25,0,2,1,2019,Moto,12/2019
Asturias,1,1,0,158,0,1,2,2019,Moto,1/2019
Asturias,2,1,0,165,0,1,2,2019,Moto,2/2019
Asturias,3,1,0,202,0,2,2,2019,Moto,3/2019
Asturias,4,1,0,198,0,2,2,2019,Moto,4/2019
Asturias,5,1,0,211,0,2,2,2019,Moto,5/2019
Asturias,6,1,0,215,0,2,3,2019,Moto,6/2019
Asturias,7,1,0,201,0,2,2,2019,Moto,7/2019
Asturias,8,1,0,132,0,1,2,2019,Moto,8/2019
Asturias,9,1,0,144,0,1,2,2019,Moto,9/2019
Asturias,10,1,0,169,0,1,2,2019,Moto,10/2019
Asturias,11,1,0,161,0,1,2,2019,Moto,11/2019
Asturias,12,1,0,169,0,1,2,2019,Moto,12/2019
Palencia,1,0,0,9,0,0,0,2019,Moto,1/2019
Palencia,2,0,0,9,0,0,0,2019,Moto,2/2019
Palencia,3,0,0,12,0,0,0,2019,Moto,3/2019
Palencia,4,0,0,11,0,0,0,2019,Moto,4/2019
Palencia,5,0,0,12,0,0,0,2019,Moto,5/2019
Palencia,6,1,0,12,0,0,1,2019,Moto,6/2019
Palencia,7,0,0,12,0,0,0,2019,Moto,7/2019
Palencia,8,0,0,8,0,0,0,2019,Moto,8/2019
Palencia,9,0,0,8,0,0,0,2019,Moto,9/2019
Palencia,10,0,0,10,0,0,0,2019,Moto,10/2019
Palencia,11,0,0,9,0,0,0,2019,Moto,11/2019
Palencia,12,0,0,10,0,0,0,2019,Moto,12/2019
Palmas (Las),1,16,0,271,0,3,1,2019,Moto,1/2019
Palmas (Las),2,17,0,283,0,3,1,2019,Moto,2/2019
Palmas (Las),3,21,0,345,0,4,1,2019,Moto,3/2019
Palmas (Las),4,20,0,338,0,4,1,2019,Moto,4/2019
Palmas (Las),5,22,0,361,0,4,1,2019,Moto,5/2019
Palmas (Las),6,22,0,367,0,4,2,2019,Moto,6/2019
Palmas (Las),7,21,0,344,0,4,1,2019,Moto,7/2019
Palmas (Las),8,14,0,226,0,3,1,2019,Moto,8/2019
Palmas (Las),9,15,0,245,0,3,1,2019,Moto,9/2019
Palmas (Las),10,17,0,290,0,3,1,2019,Moto,10/2019
Palmas (Las),11,17,0,275,0,3,1,2019,Moto,11/2019
Palmas (Las),12,17,0,290,0,3,1,2019,Moto,12/2019
Pontevedra,1,1,0,216,0,4,3,2019,Moto,1/2019
Pontevedra,2,1,0,226,0,4,3,2019,Moto,2/2019
Pontevedra,3,1,0,275,0,5,4,2019,Moto,3/2019
Pontevedra,4,1,0,270,0,5,4,2019,Moto,4/2019
Pontevedra,5,1,0,288,0,5,4,2019,Moto,5/2019
Pontevedra,6,1,0,293,0,5,4,2019,Moto,6/2019
Pontevedra,7,1,0,274,0,5,4,2019,Moto,7/2019
Pontevedra,8,1,0,180,0,3,3,2019,Moto,8/2019
Pontevedra,9,1,0,196,0,3,3,2019,Moto,9/2019
Pontevedra,10,1,0,231,0,4,3,2019,Moto,10/2019
Pontevedra,11,1,0,220,0,4,3,2019,Moto,11/2019
Pontevedra,12,1,0,231,0,4,3,2019,Moto,12/2019
Salamanca,1,0,0,37,0,1,0,2019,Moto,1/2019
Salamanca,2,0,0,39,0,1,0,2019,Moto,2/2019
Salamanca,3,0,0,47,0,1,0,2019,Moto,3/2019
Salamanca,4,0,0,46,0,1,0,2019,Moto,4/2019
Salamanca,5,0,0,49,0,1,0,2019,Moto,5/2019
Salamanca,6,0,0,50,0,1,0,2019,Moto,6/2019
Salamanca,7,0,0,47,0,1,0,2019,Moto,7/2019
Salamanca,8,0,0,31,0,0,0,2019,Moto,8/2019
Salamanca,9,0,0,33,0,0,0,2019,Moto,9/2019
Salamanca,10,0,0,39,0,1,0,2019,Moto,10/2019
Salamanca,11,0,0,37,0,1,0,2019,Moto,11/2019
Salamanca,12,0,0,39,0,1,0,2019,Moto,12/2019
Santa Cruz de Tenerife,1,2,1,341,0,5,1,2019,Moto,1/2019
Santa Cruz de Tenerife,2,2,1,356,0,5,1,2019,Moto,2/2019
Santa Cruz de Tenerife,3,3,2,434,0,6,1,2019,Moto,3/2019
Santa Cruz de Tenerife,4,3,1,425,0,6,1,2019,Moto,4/2019
Santa Cruz de Tenerife,5,3,2,454,0,7,1,2019,Moto,5/2019
Santa Cruz de Tenerife,6,3,2,462,0,7,1,2019,Moto,6/2019
Santa Cruz de Tenerife,7,3,2,432,0,6,1,2019,Moto,7/2019
Santa Cruz de Tenerife,8,2,1,284,0,4,1,2019,Moto,8/2019
Santa Cruz de Tenerife,9,2,1,309,0,5,1,2019,Moto,9/2019
Santa Cruz de Tenerife,10,2,1,365,0,5,1,2019,Moto,10/2019
Santa Cruz de Tenerife,11,2,1,346,0,5,1,2019,Moto,11/2019
Santa Cruz de Tenerife,12,2,1,365,0,5,1,2019,Moto,12/2019
Cantabria,1,1,0,126,0,1,2,2019,Moto,1/2019
Cantabria,2,1,0,131,0,1,2,2019,Moto,2/2019
Cantabria,3,1,0,160,0,2,3,2019,Moto,3/2019
Cantabria,4,1,0,157,0,2,3,2019,Moto,4/2019
Cantabria,5,1,0,168,0,2,3,2019,Moto,5/2019
Cantabria,6,1,0,171,0,2,3,2019,Moto,6/2019
Cantabria,7,1,0,160,0,2,3,2019,Moto,7/2019
Cantabria,8,1,0,105,0,1,2,2019,Moto,8/2019
Cantabria,9,1,0,114,0,1,2,2019,Moto,9/2019
Cantabria,10,1,0,135,0,2,2,2019,Moto,10/2019
Cantabria,11,1,0,128,0,1,2,2019,Moto,11/2019
Cantabria,12,1,0,135,0,2,2,2019,Moto,12/2019
Segovia,1,0,0,13,0,0,0,2019,Moto,1/2019
Segovia,2,0,0,14,0,0,0,2019,Moto,2/2019
Segovia,3,0,0,17,0,0,0,2019,Moto,3/2019
Segovia,4,0,0,16,0,0,0,2019,Moto,4/2019
Segovia,5,0,0,17,0,0,0,2019,Moto,5/2019
Segovia,6,0,0,18,0,0,0,2019,Moto,6/2019
Segovia,7,0,0,16,0,0,0,2019,Moto,7/2019
Segovia,8,0,0,11,0,0,0,2019,Moto,8/2019
Segovia,9,0,0,12,0,0,0,2019,Moto,9/2019
Segovia,10,0,0,14,0,0,0,2019,Moto,10/2019
Segovia,11,0,0,13,0,0,0,2019,Moto,11/2019
Segovia,12,0,0,14,0,0,0,2019,Moto,12/2019
Sevilla,1,1,0,494,0,3,4,2019,Moto,1/2019
Sevilla,2,2,0,516,0,3,4,2019,Moto,2/2019
Sevilla,3,2,0,629,1,3,5,2019,Moto,3/2019
Sevilla,4,2,0,616,1,3,4,2019,Moto,4/2019
Sevilla,5,2,0,658,1,3,5,2019,Moto,5/2019
Sevilla,6,2,0,670,1,3,5,2019,Moto,6/2019
Sevilla,7,2,0,627,1,3,5,2019,Moto,7/2019
Sevilla,8,1,0,412,0,2,3,2019,Moto,8/2019
Sevilla,9,1,0,448,0,2,3,2019,Moto,9/2019
Sevilla,10,2,0,529,0,3,4,2019,Moto,10/2019
Sevilla,11,2,0,502,0,3,4,2019,Moto,11/2019
Sevilla,12,2,0,529,0,3,4,2019,Moto,12/2019
Soria,1,0,0,7,0,0,0,2019,Moto,1/2019
Soria,2,0,0,8,0,0,0,2019,Moto,2/2019
Soria,3,0,0,9,0,0,0,2019,Moto,3/2019
Soria,4,0,0,9,0,0,0,2019,Moto,4/2019
Soria,5,0,0,10,0,0,0,2019,Moto,5/2019
Soria,6,0,0,10,0,0,0,2019,Moto,6/2019
Soria,7,0,0,9,0,0,0,2019,Moto,7/2019
Soria,8,0,0,6,0,0,0,2019,Moto,8/2019
Soria,9,0,0,7,0,0,0,2019,Moto,9/2019
Soria,10,0,0,8,0,0,0,2019,Moto,10/2019
Soria,11,0,0,7,0,0,0,2019,Moto,11/2019
Soria,12,0,0,8,0,0,0,2019,Moto,12/2019
Tarragona,1,7,0,238,0,3,3,2019,Moto,1/2019
Tarragona,2,8,0,249,0,3,3,2019,Moto,2/2019
Tarragona,3,9,0,304,0,3,3,2019,Moto,3/2019
Tarragona,4,9,0,297,0,3,3,2019,Moto,4/2019
Tarragona,5,10,0,317,0,3,3,2019,Moto,5/2019
Tarragona,6,10,0,323,0,4,4,2019,Moto,6/2019
Tarragona,7,9,0,302,0,3,3,2019,Moto,7/2019
Tarragona,8,6,0,199,0,2,2,2019,Moto,8/2019
Tarragona,9,7,0,216,0,2,2,2019,Moto,9/2019
Tarragona,10,8,0,255,0,3,3,2019,Moto,10/2019
Tarragona,11,7,0,242,0,3,3,2019,Moto,11/2019
Tarragona,12,8,0,255,0,3,3,2019,Moto,12/2019
Teruel,1,0,0,13,0,1,0,2019,Moto,1/2019
Teruel,2,0,0,13,0,1,0,2019,Moto,2/2019
Teruel,3,0,0,16,0,1,0,2019,Moto,3/2019
Teruel,4,0,0,16,0,1,0,2019,Moto,4/2019
Teruel,5,0,0,17,0,1,0,2019,Moto,5/2019
Teruel,6,0,0,17,0,1,0,2019,Moto,6/2019
Teruel,7,0,0,16,0,1,0,2019,Moto,7/2019
Teruel,8,0,0,11,0,0,0,2019,Moto,8/2019
Teruel,9,0,0,12,0,1,0,2019,Moto,9/2019
Teruel,10,0,0,14,0,1,0,2019,Moto,10/2019
Teruel,11,0,0,13,0,1,0,2019,Moto,11/2019
Teruel,12,0,0,14,0,1,0,2019,Moto,12/2019
Toledo,1,2,0,159,0,1,2,2019,Moto,1/2019
